jahr,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_unternehmensneugruendungen,ds10180_unternehmensschliessungen,ds10200_jahr_raw,ds10200_bfs_nummer,ds10230_jahr_raw,ds10230_bfs_nummer,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_jahr_raw,ds10680_quartal,ds10680_gemeinde_nummer,ds10680_bezirk_nummer,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_geburtenueberschuss,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_bereinigung_saldo,ds10680_gesamtveraenderung,ds10680_endbestand,ds12070_jahr_raw,ds12070_bfs_nummer,ds12880_jahr_raw,ds12880_quartal,ds12880_bfs_code_gemeinde,ds12880_anzahl_bewilligungen,ds12900_jahr_raw,ds12900_quartal,ds12900_bfs_code_gemeinde,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2012,Itingen,185.0,334.0,123.0,133.0,38.0,10.0,365.0,1630.0,,,2012.0,2849.0,2012.0,2849.0,13.0,,,61.0,4.2,2.75,,,8048.0,10.0,11396.0,5216.0,7963.0,19.0,7.0,12.0,188.0,168.0,20.0,0.0,32.0,7995.0,2012.0,2849.0,8048.0,10.0,11396.0,20.0,8048.0,10.0,11396.0,18.0,1051.9704273007128,1267.191043090892,1541.5563574675448,2555.1939647091945,1552.719592121313,31.5847524119,0.0,501.5183316431,301.5254435743,21.497744242,862.4391690666
2013,Itingen,192.0,343.0,121.0,131.0,39.0,11.0,391.0,1647.0,( )8,( )4,2013.0,2849.0,2013.0,2849.0,10.0,,,63.0,4.2,2.75,1184.0,74430306.0,8052.0,10.0,11396.0,5216.0,8136.0,16.0,16.0,0.0,172.0,139.0,33.0,0.0,33.0,8169.0,2013.0,2849.0,8052.0,10.0,11396.0,30.0,8052.0,10.0,11396.0,28.0,1051.9704273007128,1267.191043090892,1541.5563574675448,2555.1939647091945,1552.719592121313,31.5847524119,0.0,501.5183316431,301.5254435743,21.497744242,862.4391690666
2014,Itingen,200.0,332.0,133.0,136.0,39.0,7.0,404.0,1660.0,( )11,( )7,2014.0,2849.0,2014.0,2849.0,4.0,,,63.0,4.2,2.75,1188.0,74031684.0,8056.0,10.0,11396.0,5216.0,8243.0,24.0,9.0,15.0,150.0,143.0,7.0,0.0,22.0,8265.0,2014.0,2849.0,8056.0,10.0,11396.0,22.0,8056.0,10.0,11396.0,21.0,1051.9704273007128,1267.191043090892,1541.5563574675448,2555.1939647091945,1552.719592121313,31.5847524119,0.0,501.5183316431,301.5254435743,21.497744242,862.4391690666
2015,Itingen,198.0,330.0,143.0,128.0,37.0,9.0,402.0,1665.0,010,06,2015.0,2849.0,2015.0,2849.0,6.0,,,63.0,4.2,2.75,1168.0,73285644.0,8060.0,10.0,11396.0,5216.0,8275.0,16.0,16.0,0.0,140.0,156.0,-16.0,0.0,-16.0,8259.0,2015.0,2849.0,8060.0,10.0,11396.0,14.0,8060.0,10.0,11396.0,12.0,926.0543826262624,1213.156885322415,1622.1017378364234,1924.249972865453,1386.8300826442392,35.6576881204,,498.1526279222,313.3893041954,26.219159571,873.418779809
2016,Itingen,196.0,344.0,132.0,139.0,39.0,8.0,419.0,1670.0,07,( )8,2016.0,2849.0,2016.0,2849.0,2.0,,,63.0,4.2,2.75,1185.0,76399491.0,8064.0,10.0,11396.0,5216.0,8331.0,23.0,11.0,12.0,160.0,128.0,32.0,0.0,44.0,8375.0,2016.0,2849.0,8064.0,10.0,11396.0,16.0,8064.0,10.0,11396.0,22.0,926.0543826262624,1213.156885322415,1622.1017378364234,1924.249972865453,1386.8300826442392,35.6576881204,,498.1526279222,313.3893041954,26.219159571,873.418779809
2017,Itingen,206.0,336.0,124.0,143.0,39.0,8.0,437.0,1666.0,0( ),07,2017.0,2849.0,2017.0,2849.0,0.0,,,63.0,4.2,2.75,1175.0,76853016.0,8068.0,10.0,11396.0,5216.0,8414.0,23.0,11.0,12.0,131.0,153.0,-22.0,0.0,-10.0,8404.0,2017.0,2849.0,8068.0,10.0,11396.0,23.0,8068.0,10.0,11396.0,25.0,926.0543826262624,1213.156885322415,1622.1017378364234,1924.249972865453,1386.8300826442392,35.6576881204,,498.1526279222,313.3893041954,26.219159571,873.418779809
2018,Itingen,195.0,343.0,130.0,147.0,39.0,13.0,443.0,1674.0,( )( ),( )4,2018.0,2849.0,2018.0,2849.0,20.0,,,63.0,4.2,2.75,1232.0,77294202.0,8072.0,10.0,11396.0,5216.0,8435.0,25.0,10.0,15.0,197.0,149.0,48.0,0.0,63.0,8498.0,2018.0,2849.0,8072.0,10.0,11396.0,27.0,8072.0,10.0,11396.0,21.0,926.0543826262624,1213.156885322415,1622.1017378364234,1924.249972865453,1386.8300826442392,35.6576881204,,498.1526279222,313.3893041954,26.219159571,873.418779809
2019,Itingen,220.0,346.0,128.0,146.0,37.0,11.0,441.0,1728.0,( )7,( )4,2019.0,2849.0,2019.0,2849.0,14.0,,,63.0,4.2,2.75,1223.0,79357141.0,8076.0,10.0,11396.0,5216.0,8676.0,16.0,13.0,3.0,143.0,145.0,-2.0,0.0,1.0,8677.0,2019.0,2849.0,8076.0,10.0,11396.0,13.0,8076.0,10.0,11396.0,18.0,926.0543826262624,1213.156885322415,1622.1017378364234,1924.249972865453,1386.8300826442392,35.6576881204,,498.1526279222,313.3893041954,26.219159571,873.418779809
2020,Itingen,222.0,369.0,116.0,151.0,35.0,12.0,440.0,1737.0,0( ),06,2020.0,2849.0,2020.0,2849.0,11.0,,,63.0,4.2,0.55,1261.0,80438798.0,8080.0,10.0,11396.0,5216.0,8696.0,17.0,11.0,6.0,165.0,142.0,23.0,0.0,29.0,8725.0,2020.0,2849.0,8080.0,10.0,11396.0,23.0,8080.0,10.0,11396.0,21.0,,,,,,,,,,,
2021,Itingen,252.0,390.0,130.0,152.0,40.0,10.0,446.0,1788.0,44,( )4,2021.0,2849.0,2021.0,2849.0,99.0,,,63.0,4.2,0.55,1343.0,85701337.0,8084.0,10.0,11396.0,5216.0,8870.0,15.0,18.0,-3.0,286.0,154.0,132.0,0.0,129.0,8999.0,2021.0,2849.0,8084.0,10.0,11396.0,20.0,8084.0,10.0,11396.0,18.0,,,,,,,,,,,
2022,Itingen,274.0,389.0,121.0,163.0,38.0,7.0,486.0,1865.0,( )11,,2022.0,2849.0,2022.0,2849.0,1.0,,,63.0,4.2,0.55,1368.0,90050201.0,8088.0,10.0,11396.0,5216.0,9387.0,16.0,22.0,-6.0,215.0,180.0,35.0,0.0,29.0,9416.0,2022.0,2849.0,8088.0,10.0,11396.0,21.0,8088.0,10.0,11396.0,25.0,,,,,,,,,,,
2023,Itingen,277.0,406.0,131.0,167.0,39.0,11.0,516.0,1887.0,( )12,,2023.0,2849.0,2023.0,2849.0,55.0,55.0,55.0,63.0,,,,,8092.0,10.0,11396.0,5216.0,9564.0,21.0,14.0,7.0,256.0,170.0,86.0,0.0,93.0,9657.0,2023.0,2849.0,8092.0,10.0,11396.0,14.0,8092.0,10.0,11396.0,15.0,,,,,,,,,,,
2024,Itingen,286.0,405.0,134.0,172.0,42.0,7.0,547.0,1931.0,,,2024.0,2849.0,2024.0,2849.0,3.0,55.0,55.0,63.0,,,,,8096.0,10.0,11396.0,5216.0,9888.0,20.0,15.0,5.0,180.0,143.0,37.0,0.0,42.0,9930.0,2024.0,2849.0,8096.0,10.0,11396.0,17.0,8096.0,10.0,11396.0,15.0,,,,,,,,,,,
2025,Itingen,,,,,,,,,,,,,,,,55.0,55.0,63.0,,,,,6075.0,6.0,8547.0,3912.0,7474.0,20.0,15.0,5.0,115.0,105.0,10.0,0.0,15.0,7489.0,,,4050.0,3.0,5698.0,6.0,4050.0,3.0,5698.0,4.0,,,,,,,,,,,
1975,Liestal,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Liestal,,,,,,,,,,,,,,,,,,66.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Liestal,,,,,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Liestal,,,,,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Liestal,,,,,,,,,,,1979.0,2829.0,,,,,,68.9,,,,,,,,,,,,,,,,,,,1979.0,2829.0,,,,,,,,,,,,,,,,,,,
1980,Liestal,,,,,,,2447.0,9293.0,,,1980.0,2829.0,,,,,,68.9,,,,,,,,,,,,,,,,,,,1980.0,2829.0,,,,,,,,,,,,,,,,,,,
1981,Liestal,,,,,,,2577.0,9243.0,,,1981.0,2829.0,,,,,,68.9,,,,,,,,,,,,,,,,,,,1981.0,2829.0,,,,,,,,,,,,,,,,,,,
1982,Liestal,,,,,,,2565.0,9129.0,,,1982.0,2829.0,,,,,,68.9,,,,,,,,,,,,,,,,,,,1982.0,2829.0,,,,,,,,,,,,,,,,,,,
1983,Liestal,,,,,,,2525.0,9161.0,,,1983.0,2829.0,,,,,,68.9,,,,,,,,,,,,,,,,,,,1983.0,2829.0,,,,,,,,,,,,,,,,,,,
1984,Liestal,,,,,,,2495.0,9182.0,,,1984.0,2829.0,,,,,,66.94,,,,,,,,,,,,,,,,,,,1984.0,2829.0,,,,,,,,,,,,,,,,,,,
1985,Liestal,,,,,,,2510.0,9238.0,,,1985.0,2829.0,,,,,,64.965,,,,,,,,,,,,,,,,,,,1985.0,2829.0,,,,,,,,,,,,,,,,,,,
1986,Liestal,,,,,,,2602.0,9270.0,,,1986.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1986.0,2829.0,,,,,,,,,,,,,,,,,,,
1987,Liestal,,,,,,,2745.0,9300.0,,,1987.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1987.0,2829.0,,,,,,,,,,,,,,,,,,,
1988,Liestal,,,,,,,2800.0,9336.0,,,1988.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1988.0,2829.0,,,,,,,,,,,,,,,,,,,
1989,Liestal,,,,,,,2877.0,9402.0,,,1989.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1989.0,2829.0,,,,,,,,,,,,,,,,,,,
1990,Liestal,,,,,,,2945.0,9431.0,,,1990.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1990.0,2829.0,,,,,,,,,,,,,,,,,,,
1991,Liestal,,,,,,,3061.0,9429.0,,,1991.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1991.0,2829.0,,,,,,,,,,,,,,,,,,,
1992,Liestal,,,,,,,3172.0,9372.0,,,1992.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1992.0,2829.0,,,,,,,,,,,,,,,,,,,
1993,Liestal,,,,,,,3132.0,9361.0,,,1993.0,2829.0,,,,,,60.99,,,,,,,,,,,,,,,,,,,1993.0,2829.0,,,,,,,,,,,,,,,,,,,
1994,Liestal,,,,,,,3179.0,9365.0,,,1994.0,2829.0,1994.0,2829.0,47.0,,,62.7,,,,,,,,,,,,,,,,,,,1994.0,2829.0,,,,,,,,,,,,,,,,,,,
1995,Liestal,,,,,,,3238.0,9418.0,,,1995.0,2829.0,1995.0,2829.0,69.0,,,62.7,,,,,,,,,,,,,,,,,,,1995.0,2829.0,,,,,,,,,,,,,,,,,,,
1996,Liestal,,,,,,,3172.0,9396.0,,,1996.0,2829.0,1996.0,2829.0,69.0,,,62.7,,,,,,,,,,,,,,,,,,,1996.0,2829.0,,,,,,,,,,,,,,,,,,,
1997,Liestal,,,,,,,3138.0,9433.0,,,1997.0,2829.0,1997.0,2829.0,88.0,,,63.84,,,,,,,,,,,,,,,,,,,1997.0,2829.0,,,,,,,,,,,,,,,,,,,
1998,Liestal,,,,,,,3086.0,9370.0,,,1998.0,2829.0,1998.0,2829.0,63.0,,,65.55,,,,,,,,,,,,,,,,,,,1998.0,2829.0,,,,,,,,,,,,,,,,,,,
1999,Liestal,,,,,,,3188.0,9475.0,,,1999.0,2829.0,1999.0,2829.0,83.0,,,65.55,,,,,,,,,,,,,,,,,,,1999.0,2829.0,,,,,,,,,,,,,,,,,,,
2000,Liestal,,,,,,,3286.0,9589.0,,,2000.0,2829.0,2000.0,2829.0,64.0,,,65.55,4.2,5.0,,,,,,,,,,,,,,,,,2000.0,2829.0,,,,,,,,,,,,,,,,,,,
2001,Liestal,,,,,,,3323.0,9568.0,,,2001.0,2829.0,2001.0,2829.0,63.0,,,67.26,4.2,5.0,,,,,,,,,,,,,,,,,2001.0,2829.0,,,,,,,,,,,,,,,,,,,
2002,Liestal,,,,,,,3319.0,9507.0,,,2002.0,2829.0,2002.0,2829.0,26.0,,,67.0,5.0,5.5,,,,,,,,,,,,,,,,,2002.0,2829.0,,,,,,,,,,,,,,,,,,,
2003,Liestal,,,,,,,3316.0,9553.0,,,2003.0,2829.0,2003.0,2829.0,138.0,,,67.0,5.0,5.5,,,8012.0,10.0,11316.0,5212.0,51421.0,141.0,106.0,35.0,1199.0,1084.0,115.0,-43.0,107.0,51528.0,2003.0,2829.0,,,,,,,,,,,,,,,,,,,
2004,Liestal,,,,,,,3323.0,9635.0,,,2004.0,2829.0,2004.0,2829.0,85.0,,,67.0,5.0,5.5,,,8016.0,10.0,11316.0,5212.0,51775.0,126.0,98.0,28.0,1067.0,977.0,90.0,-6.0,112.0,51887.0,2004.0,2829.0,,,,,,,,,,,,,,,,,,,
2005,Liestal,,,,,,,3327.0,9822.0,,,2005.0,2829.0,2005.0,2829.0,75.0,,,67.0,5.0,5.5,,,8020.0,10.0,11316.0,5212.0,52507.0,162.0,108.0,54.0,1115.0,992.0,123.0,0.0,177.0,52684.0,2005.0,2829.0,8020.0,10.0,11316.0,85.0,8020.0,10.0,11316.0,99.0,,,,,,,,,,,
2006,Liestal,,,,,,,3320.0,9927.0,,,2006.0,2829.0,2006.0,2829.0,83.0,,,67.0,5.0,5.5,,,8024.0,10.0,11316.0,5212.0,52947.0,126.0,110.0,16.0,1153.0,1094.0,59.0,0.0,75.0,53022.0,2006.0,2829.0,8024.0,10.0,11316.0,107.0,8024.0,10.0,11316.0,106.0,,,,,,,,,,,
2007,Liestal,,,,,,,3314.0,10048.0,,,2007.0,2829.0,2007.0,2829.0,69.0,,,67.0,5.0,5.5,,,8028.0,10.0,11316.0,5212.0,53380.0,134.0,115.0,19.0,1171.0,1056.0,115.0,0.0,134.0,53514.0,2007.0,2829.0,8028.0,10.0,11316.0,105.0,8028.0,10.0,11316.0,112.0,,,,,,,,,,,
2008,Liestal,,,,,,,3335.0,10101.0,,,2008.0,2829.0,2008.0,2829.0,31.0,,,67.0,5.0,3.5,,,8032.0,10.0,11316.0,5212.0,53723.0,148.0,118.0,30.0,1176.0,1169.0,7.0,-1.0,36.0,53759.0,2008.0,2829.0,8032.0,10.0,11316.0,93.0,8032.0,10.0,11316.0,92.0,,,,,,,,,,,
2009,Liestal,,,,,,,3419.0,10126.0,,,2009.0,2829.0,2009.0,2829.0,42.0,,,67.0,5.0,3.5,,,8036.0,10.0,11316.0,5212.0,54133.0,139.0,102.0,37.0,1245.0,1189.0,56.0,0.0,93.0,54226.0,2009.0,2829.0,8036.0,10.0,11316.0,110.0,8036.0,10.0,11316.0,107.0,,,,,,,,,,,
2010,Liestal,,,,,,,3480.0,10162.0,,,2010.0,2829.0,2010.0,2829.0,33.0,,,66.0,5.0,3.5,,,8040.0,10.0,11316.0,5212.0,54509.0,150.0,96.0,54.0,1117.0,1056.0,61.0,0.0,115.0,54624.0,2010.0,2829.0,8040.0,10.0,11316.0,109.0,8040.0,10.0,11316.0,97.0,1014.5773047916024,1277.02309808235,1506.4106751080935,1991.0065492559377,1344.425142041142,194.8598209036,99.3975706127,1475.8089733125,3345.6482790879,616.0010984834,5731.7157424001
2011,Liestal,,,,,,,3527.0,10193.0,,,2011.0,2829.0,2011.0,2829.0,79.0,,,66.0,5.0,2.75,,,8044.0,10.0,11316.0,5212.0,54873.0,139.0,97.0,42.0,1085.0,1121.0,-36.0,0.0,6.0,54879.0,2011.0,2829.0,8044.0,10.0,11316.0,99.0,8044.0,10.0,11316.0,106.0,1014.5773047916024,1277.02309808235,1506.4106751080935,1991.0065492559377,1344.425142041142,194.8598209036,99.3975706127,1475.8089733125,3345.6482790879,616.0010984834,5731.7157424001
2012,Liestal,2082.0,2051.0,739.0,742.0,279.0,102.0,3531.0,10208.0,,,2012.0,2829.0,2012.0,2829.0,69.0,,,66.0,5.0,2.75,,,8048.0,10.0,11316.0,5212.0,54904.0,143.0,106.0,37.0,1200.0,1138.0,62.0,0.0,99.0,55003.0,2012.0,2829.0,8048.0,10.0,11316.0,97.0,8048.0,10.0,11316.0,101.0,1014.5773047916024,1277.02309808235,1506.4106751080935,1991.0065492559377,1344.425142041142,194.8598209036,99.3975706127,1475.8089733125,3345.6482790879,616.0010984834,5731.7157424001
2013,Liestal,2111.0,2105.0,775.0,724.0,278.0,90.0,3593.0,10241.0,551,448,2013.0,2829.0,2013.0,2829.0,27.0,,,66.0,5.0,2.75,8555.0,507989802.0,8052.0,10.0,11316.0,5212.0,55287.0,134.0,112.0,22.0,1180.0,1101.0,79.0,0.0,101.0,55388.0,2013.0,2829.0,8052.0,10.0,11316.0,100.0,8052.0,10.0,11316.0,92.0,1014.5773047916024,1277.02309808235,1506.4106751080935,1991.0065492559377,1344.425142041142,194.8598209036,99.3975706127,1475.8089733125,3345.6482790879,616.0010984834,5731.7157424001
2014,Liestal,2133.0,2164.0,776.0,726.0,280.0,86.0,3766.0,10222.0,1778,947,2014.0,2829.0,2014.0,2829.0,54.0,,,65.0,5.0,2.75,8586.0,520190759.0,8056.0,10.0,11316.0,5212.0,55881.0,159.0,103.0,56.0,1154.0,1066.0,88.0,0.0,144.0,56025.0,2014.0,2829.0,8056.0,10.0,11316.0,92.0,8056.0,10.0,11316.0,99.0,1014.5773047916024,1277.02309808235,1506.4106751080935,1991.0065492559377,1344.425142041142,194.8598209036,99.3975706127,1475.8089733125,3345.6482790879,616.0010984834,5731.7157424001
2015,Liestal,2129.0,2192.0,771.0,752.0,283.0,84.0,3792.0,10266.0,869,1155,2015.0,2829.0,2015.0,2829.0,121.0,,,65.0,5.0,2.75,8669.0,522039808.0,8060.0,10.0,11316.0,5212.0,56172.0,157.0,110.0,47.0,1096.0,1025.0,71.0,0.0,118.0,56290.0,2015.0,2829.0,8060.0,10.0,11316.0,93.0,8060.0,10.0,11316.0,91.0,1037.70686023436,1246.2101893431793,1521.2477399550392,2060.585837611826,1321.588942859754,103.8287707273,121.1091084753,1568.6661103701,3768.5614023362,851.4787253192,6413.6441172281
2016,Liestal,2176.0,2193.0,776.0,752.0,278.0,90.0,3848.0,10324.0,1361,835,2016.0,2829.0,2016.0,2829.0,65.0,,,65.0,5.0,2.75,8670.0,544388031.0,8064.0,10.0,11316.0,5212.0,56664.0,141.0,130.0,11.0,1077.0,1047.0,30.0,0.0,41.0,56705.0,2016.0,2829.0,8064.0,10.0,11316.0,82.0,8064.0,10.0,11316.0,79.0,1037.70686023436,1246.2101893431793,1521.2477399550392,2060.585837611826,1321.588942859754,103.8287707273,121.1091084753,1568.6661103701,3768.5614023362,851.4787253192,6413.6441172281
2017,Liestal,2280.0,2166.0,789.0,760.0,274.0,91.0,3880.0,10389.0,958,1168,2017.0,2829.0,2017.0,2829.0,259.0,,,65.0,5.0,2.75,8749.0,560044677.0,8068.0,10.0,11316.0,5212.0,57026.0,163.0,115.0,48.0,1213.0,1159.0,54.0,0.0,102.0,57128.0,2017.0,2829.0,8068.0,10.0,11316.0,92.0,8068.0,10.0,11316.0,101.0,1037.70686023436,1246.2101893431793,1521.2477399550392,2060.585837611826,1321.588942859754,103.8287707273,121.1091084753,1568.6661103701,3768.5614023362,851.4787253192,6413.6441172281
2018,Liestal,2267.0,2220.0,775.0,758.0,286.0,92.0,3877.0,10447.0,1169,757,2018.0,2829.0,2018.0,2829.0,107.0,,,65.0,5.0,2.75,8903.0,543631957.0,8072.0,10.0,11316.0,5212.0,57227.0,165.0,122.0,43.0,1190.0,1096.0,94.0,0.0,137.0,57364.0,2018.0,2829.0,8072.0,10.0,11316.0,64.0,8072.0,10.0,11316.0,60.0,1037.70686023436,1246.2101893431793,1521.2477399550392,2060.585837611826,1321.588942859754,103.8287707273,121.1091084753,1568.6661103701,3768.5614023362,851.4787253192,6413.6441172281
2019,Liestal,2321.0,2251.0,779.0,744.0,281.0,90.0,3980.0,10441.0,849,959,2019.0,2829.0,2019.0,2829.0,116.0,,,65.0,5.0,2.75,9011.0,554017737.0,8076.0,10.0,11316.0,5212.0,57685.0,117.0,125.0,-8.0,1194.0,1190.0,4.0,0.0,-4.0,57681.0,2019.0,2829.0,8076.0,10.0,11316.0,74.0,8076.0,10.0,11316.0,89.0,1037.70686023436,1246.2101893431793,1521.2477399550392,2060.585837611826,1321.588942859754,103.8287707273,121.1091084753,1568.6661103701,3768.5614023362,851.4787253192,6413.6441172281
2020,Liestal,2445.0,2361.0,771.0,770.0,272.0,92.0,4061.0,10532.0,464,1362,2020.0,2829.0,2020.0,2829.0,318.0,,,65.0,5.0,0.55,9318.0,563618600.0,8080.0,10.0,11316.0,5212.0,58175.0,138.0,148.0,-10.0,1430.0,1031.0,399.0,-1.0,388.0,58563.0,2020.0,2829.0,8080.0,10.0,11316.0,84.0,8080.0,10.0,11316.0,91.0,,,,,,,,,,,
2021,Liestal,2562.0,2416.0,777.0,778.0,277.0,89.0,4202.0,10762.0,1057,757,2021.0,2829.0,2021.0,2829.0,78.0,,,65.0,5.0,0.55,9556.0,585929829.0,8084.0,10.0,11316.0,5212.0,59684.0,137.0,127.0,10.0,1470.0,1139.0,331.0,0.0,341.0,60025.0,2021.0,2829.0,8084.0,10.0,11316.0,106.0,8084.0,10.0,11316.0,97.0,,,,,,,,,,,
2022,Liestal,2645.0,2433.0,806.0,828.0,269.0,87.0,4495.0,10911.0,1381,,2022.0,2829.0,2022.0,2829.0,143.0,,,65.0,5.0,0.55,9716.0,602393010.0,8088.0,10.0,11316.0,5212.0,61374.0,150.0,146.0,4.0,1638.0,1141.0,497.0,0.0,501.0,61875.0,2022.0,2829.0,8088.0,10.0,11316.0,95.0,8088.0,10.0,11316.0,89.0,,,,,,,,,,,
2023,Liestal,2737.0,2493.0,878.0,830.0,264.0,87.0,4797.0,11027.0,684,,2023.0,2829.0,2023.0,2829.0,129.0,55.0,55.0,65.0,,,,,8092.0,10.0,11316.0,5212.0,63162.0,154.0,148.0,6.0,1499.0,1241.0,258.0,-2.0,262.0,63424.0,2023.0,2829.0,8092.0,10.0,11316.0,94.0,8092.0,10.0,11316.0,86.0,,,,,,,,,,,
2024,Liestal,2777.0,2504.0,911.0,826.0,262.0,94.0,4959.0,11069.0,,,2024.0,2829.0,2024.0,2829.0,89.0,55.0,55.0,65.0,,,,,8096.0,10.0,11316.0,5212.0,63997.0,162.0,151.0,11.0,1489.0,1276.0,213.0,0.0,224.0,64221.0,2024.0,2829.0,8096.0,10.0,11316.0,55.0,8096.0,10.0,11316.0,74.0,,,,,,,,,,,
